tweet_preproc,sentiment
  rt infobae ser aceptar el boleta del 25 de octubre y el que no tener fecha elecciones2015,neu
rt yupalupa preferir mil vez que macri devalué el moneda que cristinar que devaluó el valor de uno vida yovotoamacri,neg
  maatibj12 ganar macri,neu
  scioli y macri ni el juro hoy yo voto por 5so mtvstars 5 seconds of summer,neu
  rt ferbeg59 ya llegar el día y el día ser hoyyyy hoyvotomacri macripresidente,neu
  rt camerariel renatofranco691 changokardena maliserrano mdcapitanich matibenitezok todo junto sciolipresidente,neu
  fedehnico97 damiianezeqiel messi no existir quien superar al pichichi ni messi no tener candidato a ganar él al menos que macri ah,neg
  hoy él liberar argentino del yugo k latam pendiente de su triunfo argentino grande macri presidente,pos
  rt karlosalvert hoyvotomacri lujan de cuyo y ugarteche mendoza llegar el urna con solo boleta de scioli y q no haber boleta de m,neu
  dzapatil él si al votar decir el nombre de uno candidato ser nulo uno voto en planillasi digo cambiemos y voto otro sumo y él restar al rival,neg
  rt herniarc mejorscioli tropaarg el sabandija bonadio y corrupto juez de el cámara federal hacer campaña por macri hoyvotomacri,neg
sbaragliar votar a macri ser tirar todo a el mierda,neg
  el voto de el gente estar cuidar,neu
  rt danielscioli con fe en dio y confianza en nuestro pueblo visitar a el virgen de luján patrona de argentina,pos
  balotaje2015 sabé donde votás consultá el padrón electoral acá gt,neu
  sin garantía para turista e inversor egipto volver a asomar él el nacion argentino egipto,neg
  rt villarruelclau hoy cuando vayas a votar acordate que el bronca él ir el decepción no surtir para todo yo voto a scioli fieritacat,neg
  rt rosadelejos6 hoyvotomacri ir q él poder vivir en uno argentina nuevo,pos
  hoooolar belleza kissingfacewithsmilingeyes kissingfacewithsmilingey q tga uno hermoso diar domi personblondhair thumbsup grinningsquintingface,pos
  rt miguelvelardir en argentina ya ser día de cambio,pos
  esperar que votar a macri forro,neg
rt lanataenel13 reportar problema en mucho escuela del conurbano el robo de boleta de macri ser masivo en lugar como laferrerir y ba,neg
  rt nexofin hoy él realizar el primero ballotage presidencial de el historia argentino,pos
  rt dolartoday fin del kirchnerismo en argentina candidato oficialista ser aplastar en elecci ►,neg
  rt todonoticia ahora en el tapa de el día del histórico balotaje,neu
  rt jotaleonetti por el elección ya funcionar el subte y premetro hasta el 22,pos
  rt unionvignista holaaaa venir a poner uno poco de orden acá sciolipresidente,neg
  fin de el ser mos continuismo no ir a parar de desangrar a el argentina,neg
  rt ntelevisacom iniciar inédito segundo vuelta presidencial en argentina,pos
  penoso que en democracia scioli haber apelar a el campaña del miedo el miedo el arma que usar el terrorista,neg
  rt margendelmundo luis majul no haber ninguno posibilidad de que no ganar macri vía youtube,neg
kellypenarandir el día que vengar a argentina tú ir a amar más de él que tú amar ahora aunque creer que no tú poder amar más ♡,neg
  desde tempranito seguir el cobertura de crónica tv del balotaje desde pilar votoporcrónico,neg
  rt todonoticia ahora en el tapa de arrancar el histórico balotaje,neu
  cronicaweb danielscioli mauriciomacri scioli presidente yo voto por argentina,pos
  rt poleroán casi sin dormir hacer historia macripresidente,neu
  ir gente medio pila que el gente poder elegir tranqui eleccionesargentín,neu
  rt ginolavarini hoy ir ser uno gran día porque argentinar despertar hoyvotomacri elecciones2015 macripresidente cambier vamosargenti,pos
rt atlanticsurff scioli violó el veda que él poder esperar de alguien que esconder 200 muerto en el plata y él ser a italia con uno pro,neg
  queganescioli votoascioli porque tener patria y no él ir a rifar,pos
  primero a trabajar después a votra tener uno ansiedad que no yo aguantar sciolipresidente,neg
  rt majogm al gran pueblo argentino salud abrir el escuela balotaje2015 hoyvotomacri,pos
  rt ajulianalvarez alguno razón sencillo para no votar a macri sciolipresidente,pos
  retweeted elección infodinar el domingo a partir de el 19 30 podrás seguir el resultado provisorio por infodine,neu
  rt licgentile scioli pasar de con fe y optimismo a mandar fantasma a el calle uno semana más y acusar a macri de sacar él el brazo a,pos
  siempre él haber desear él mejor a argentina ser uno pais mucho hermoso y su gente ser mucho jodedoro esperar que macri gane y poder mejorar,pos
  buen día listo camino al cambio mm2015,pos
  rt lilianacar17 en este elecciones2015 yo hoyvotomacri y no tú olvidser,neu
  macri llega al ballotage como el favorito scioli como el retador ilusionadocristinar kirchner él despedir del poder,pos
  rt ginolavarini hoy ir ser uno gran día porque argentinar despertar hoyvotomacri elecciones2015 macripresidente cambier vamosargenti,pos
rt rrii35 ni argentino ni américalatina poder volver al pasado por ese sciolipresidente argentinadecidir,neg
  rt sebakatz para ser campeón hoy haber que ganar cambier,pos
rt macripresi si gano yo perder scioli,neg
  rt machetesoriero domingodevictoria a votar junto a el flia q poder convencer x mi país mejorscioli nkcfkpinguino aurorag fpv htt,neu
  ser verdad neutralfacir,neu
  rt rctagliaferro hacer mucho año mucho militamo para transformar el argentina el día ser hoy macripresidente,pos
  rt infocge22 hacer rt por favor así todo ver el encuesta a horas del primero balotaje de el historia argentino a quién vota,pos
  rt ceciliavallejo5 alefiliberti así ser macripresidente y cambier de uno vez por todo,neu
  venir a votar tanto temprano que estar con todo el pib del pami ameo elecciones2015 balotaje2015,neu
  rt mathisal todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno s,neu
  si ganar macri él terminar el joda muchachos persongesturingno,neg
  rt herniarc mejorscioli tropaarg tétrica el excusa del pro de macri nada más que para bajar salario e ingreso de el mayoría hoyv,neg
  ganascioli por na patria por mas derecho,pos
rt galvezyaninar por el desaparecido q para macri ser uno curro yovoteascioli,neg
  elección presidencial el primero balotaje de el   historia,neu
  rt whcarlos ciudadanoscs proponer sentido común horario laboral europeo y alargar el baja de maternidad y paternidad,neu
  este deber callar él y nunca mas defender a el bolivariano,neg
  rt tweeterviper scioli = anibal =  corrupto = cristina nada de con fe y esperanza yo hacer rico,neg
  buen día democraciar elecciones2015 que felicidad para todo el argentino poder votar y expresarno,pos
  rt telesurtv elecciones2015 si estar en argentina mándano foto para mostrar el ambiente electoral argentinadecidir,pos
  rt majogm estar todo listo para hacer historia cambier,neu
  rt hanalfabeto y finalmente el banco central él ir a pegar uno manotazo a el depósito en dólar pero ojo no vot a macri porque v,neu
  rt gustireal yobancoascioli el escondido de macri ser de terror,neg
  rt vivirsincfkyar hoy 45 mes de el tragedia de once 52 victima por el herido por vos por mi cambiemos kirchnerismo nuncamás htt,neg
  rt fbuenabad intelectual del mundo respaldar a sciolizannini victoria de pueblo contra el dictadura del mercado mejorscioli,neu
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt edbuscaglia él dificil ser que todo facción político de argentina mafioso o no ver que sin institución confiable todo perder m,neg
  rt carlosamontaner el argentino ir a votar por macri para que el país no él parecer a venezuelar el lema que repetir macri o venezuel,neu
  indicar que el argentina necesitar yous 125 mil m para crecer al 5 anual local,pos
rt empresarialarg elecciones2015 si el problema ser el inflación o el seguridad cómo él mejorar ese con menos gente trabajar,neg
  hoyvotomacri hoyvotomacri pensar estario bueno poner el foto de macri de fondo yo él hacer quien yo acompañar,pos
rt castellanedani segundo avance 15 horas mauricio macri 59 89 daniel scioli 27 92 voto en blanco 4 61 no saber 2 71 no contesta,neg
  tu periódico quequi el argentino en australia votar con entusiasmo y tranquilidad argentino el,pos
  quien ganq hoy scioli o macri,neu
rt angyportugu urgente rt,neg
  arranca en argentina el segundo vuelta de el presidencial,pos
  rt leoandinom enlapatagonia argentina libre macripresidente,pos
  twendency mención destacado de el política 8a9hs x pablolanusse mencionar a paulabertol,neu
  rt lanacion por falta de reserva el bcra recurrir a dólares de el banco,neg
  macri todavía no ganar y ya traicionar a el ucr gt gt lt lt mejorscioli,neg
  rt vivirsincfkir nunesbeanu único boleta válido el de octubre y noviembre con árbol de fondo en el i amágen macripresidente,neu
  rt dellupe prat gay el ministro de economía de macri para el morochaje del interior vía youtube,neu
  uppdal en vivo elección 22n minuto a minuto,neu
  sf volem ser uno país anormal dentro de uno mes el 20 de diciembre tener lugar en españa elección genir,neu
  rt marceloopir cara de uno pasado que deber desterrar cambier,neg
  rt stellajosem mirar el luna para votar a scioli wtf,neu
demócrata ganar elección en luisiana y corto dominio republicano en el sur,neg
  buen diiia hoy mas que nunca raisinghands personraisinghand raisinghands personraisinghand yocambio macripresidente,neg
  rt vladimirmb argentina vota y cristina kirchner él despedir del poder,pos
  hoy a defender el voto de todo cambier,pos
  rt raymondrey10 amigo argentino el futuro de su país estar en su mano votar por el cambio macripresidente 22nov cnnear ntn24,neu
  rt gisrev él importante ser que el población ejerzo memorio de todo este cara de corrupción mas profundo macripresidente,pos
  rt c5n climaarg el 5 temperatura más alto ahora oer 20 tartagal 198 iguazú 198 bernardo de irigoir 194 el rioja 192,neu
  rt enziitoofiat elecciones2015 hoyvotomacri x uno cambio yo cansir de ver el país q haber crear el k y el forma en q desperdiciar plata,neg
  no estar en argentina pero yo hoyvotomacri,neg
  ir scioliiiiiiiiiiiiiiiiii,neu
  rt fabianpereyra91 excelente día para el democracia argentino hoy a fiscalizar en el primero ballottage de nuestro historia para que jun,pos
  rt lanacion efemérid uno día como hoy morir john f kennedy presidente de ee uu ser asesinar en dalla texas,neg
  barcelona aparecer el sábado 21 ocupar el 8º lugar del top20 en el tendencia de rosario trndnl,neu
  rt adarsha00 el meta del montonero no ser ganar sino joder hoy tener uno alivio y salir a festejar,neg
  rt joacograndolio hoy él votar con el corazón y con el cerebro hoyvotomacri macripresidente cambiemo,neu
  rt fbuenabad todo uno continente estar atento el domingo a el elección en argentina cuando el pueblo derrote a el derecha neoliberalg,pos
  elecciones2015 para que vas a votar si a vos tú gobernar tu mujer ¯\ツ¯,neu
  como él trancir de gente el parador él poner el sábado prebalotaje en el río jajar,neu
  a cumplir más feliz que nunca con el deber de autoridad de mesa yocambio macripresidente,neg
  rt gustocobo por primero vez desde el retorno a el democracia argentino no elegir a uno abogado como presidente,pos
elecciones2015 boco de urna ser chorro y el presidenta hablar de este 12 año decadente él él termino el joda,neg
  por el gran argentina carajomejorscioli mejorscioli mejorscioli mejorscioli,pos
  lunes macri pedir sanción para gobierno de venezuela por abuso a preso político gt gt gt argentino,neg
  elecciones2015 balotaje histórico y yo cumplir el rol de autoridad de mesa feliz,neu
  argentina seguir presente en el g20 como país industrializado y emergente sciolipresidente,pos
  si no votastir en el elección general del 25 de octubre pod votar en el segundo vuelta del 22 de noviembre,neu
  yo ser argentino yo ser peronista ir construir el patria de eva y el grl sciolipresidente argentinadecidir,neu
  rt ciudadanoscs albertrivera este elección él ganar quien piense en españa y el español ilusiónnaranjo,pos
  rt csmadsanblasc ilusiónnaranjo albertrivera este elección el ganar quien piense en el español no en el urna,pos
  a fiscalizar él haber decir 22n elecciones2015 balotaje2015 serfiscal,neu
  sciolipresidente tanto ida y vuelta en su propuesta que por ahí hasta yo votar,neu
  rt mzubizarretaok música en mi oído listo para dar él el bienvenida a el nuevo república hoyvotomacri elecciones2015 juntospro ht,pos
